dataset,term,component,E,P,A
usfullsurveyor2015,praise,behavior,2.59,2.04,0.84
usfullsurveyor2015,pray_for,behavior,2.93,2.16,-1.81
usfullsurveyor2015,pray_with,behavior,2.04,1.9,-1.32
usfullsurveyor2015,preach_to,behavior,0.33,1.09,1.58
usfullsurveyor2015,preacher,identity,1.4,2.05,0.87
usfullsurveyor2015,prejudiced,modifier,-2.77,-0.47,0.63
usfullsurveyor2015,preoccupied,modifier,-0.48,-0.14,0.25
usfullsurveyor2015,president,identity,1.29,2.98,1.13
usfullsurveyor2015,presumptuous,modifier,-1.19,-0.18,1
usfullsurveyor2015,pretty,modifier,2.46,1.82,0.59
usfullsurveyor2015,priest,identity,1.89,2.13,-0.91
usfullsurveyor2015,principal,identity,1.57,2.42,0.74
usfullsurveyor2015,principled,modifier,1.73,1.26,-0.33
usfullsurveyor2015,prisoner,identity,-1.81,-2.27,-0.43
usfullsurveyor2015,private_eye,identity,0.35,1.47,-1.21
usfullsurveyor2015,probation_officer,identity,0.12,2.09,0.73
usfullsurveyor2015,probationer,identity,-0.15,0.58,0.41
usfullsurveyor2015,prod,behavior,-0.79,0.12,0.52
usfullsurveyor2015,prodigy,identity,2.18,2.41,0.88
usfullsurveyor2015,professional,identity,1.72,2.23,0.09
usfullsurveyor2015,professor,identity,1.83,2.27,0.24
usfullsurveyor2015,promiscuous,modifier,-1.65,-0.32,1.51
usfullsurveyor2015,prompt,behavior,0.75,0.83,0.22
usfullsurveyor2015,propose_marriage_to,behavior,2.82,2.96,0.94
usfullsurveyor2015,prosecute,behavior,-0.43,2.66,1.21
usfullsurveyor2015,prosecuting_attorney,identity,0.17,2.28,1.77
usfullsurveyor2015,prosecutor,identity,0.15,2.53,1.46
usfullsurveyor2015,proselytize,behavior,-0.94,0.16,0.16
usfullsurveyor2015,prostitute,identity,-1.35,-1.35,0.93
usfullsurveyor2015,protect,behavior,3.23,2.95,0.64
usfullsurveyor2015,protestant,identity,1.01,0.61,0.43
usfullsurveyor2015,proud,modifier,2.17,2.28,1.15
usfullsurveyor2015,provocative,modifier,-0.31,1.03,1.22
usfullsurveyor2015,provoke,behavior,-1.84,1.12,1.48
usfullsurveyor2015,prude,identity,-1.09,-0.43,-0.61
usfullsurveyor2015,psychiatric_patient,identity,-0.22,-1.48,0.1
usfullsurveyor2015,psychiatrist,identity,1.68,1.71,-1.02
usfullsurveyor2015,psychoanalyst,identity,0.82,1.22,-0.58
usfullsurveyor2015,psychoanalyze,behavior,0.1,1.27,-0.6
usfullsurveyor2015,psychologist,identity,1.61,1.44,-0.89
usfullsurveyor2015,psychopath,identity,-2.4,0.33,0.97
usfullsurveyor2015,psychotic,identity,-1.7,-0.38,1.28
usfullsurveyor2015,psychotic,modifier,-2.41,-0.75,1.6
usfullsurveyor2015,public_relations_specialist,identity,1.5,1.74,1.24
usfullsurveyor2015,pull_away_from,behavior,-0.81,0.93,-0.6
usfullsurveyor2015,punch,behavior,-2.55,1.34,2.39
usfullsurveyor2015,punish,behavior,-0.95,1.39,0.85
usfullsurveyor2015,punk,identity,-1.29,-0.98,1.25
usfullsurveyor2015,pupil,identity,1.76,0.16,-0.19
usfullsurveyor2015,puritan,identity,0.31,-0.24,-0.83
usfullsurveyor2015,pursue,behavior,1.21,1.36,0.96
usfullsurveyor2015,push,behavior,-1.83,1.04,1.5
usfullsurveyor2015,pusher,identity,-1.26,1.14,1.46
usfullsurveyor2015,quack,identity,-1.37,-1.03,1.33
usfullsurveyor2015,quarrel_with,behavior,-1.61,0.26,1.76
usfullsurveyor2015,quarrelsome,modifier,-2.04,-0.02,2.1
usfullsurveyor2015,queer,identity,0.19,-0.38,0.97
usfullsurveyor2015,query,behavior,0.43,0.55,0.17
usfullsurveyor2015,question,behavior,0.56,1.25,0.52
usfullsurveyor2015,quibble_with,behavior,-0.89,-0.23,0.95
usfullsurveyor2015,quiet,behavior,-0.35,1.32,-0.36
usfullsurveyor2015,quiet,modifier,0.68,0.04,-2.66
usfullsurveyor2015,quiz,behavior,0.61,0.86,0.34
usfullsurveyor2015,rabbi,identity,1.97,1.99,-0.62
usfullsurveyor2015,racist,identity,-3.6,-1.01,1.43
usfullsurveyor2015,racketeer,identity,-0.97,0.77,1.29
usfullsurveyor2015,radio_and_television_announcer,identity,0.76,1.24,2.44
usfullsurveyor2015,railroad_conductor,identity,1.05,1.18,0.94
usfullsurveyor2015,railroad_engineer,identity,1.17,1.05,1.07
usfullsurveyor2015,raise_the_pay_of,behavior,2.55,2.29,0.39
usfullsurveyor2015,rake,identity,0.94,-0.18,0.17
usfullsurveyor2015,rancher,identity,1.06,0.38,-0.05
usfullsurveyor2015,rant_at,behavior,-1.66,0.18,2.19
usfullsurveyor2015,rape,behavior,-4.18,0.48,1.35
usfullsurveyor2015,rapist,identity,-3.87,1.21,1.17
usfullsurveyor2015,rat,identity,-1.98,-1.49,0.62
usfullsurveyor2015,rational,modifier,2.74,2.19,-0.83
usfullsurveyor2015,raunchy,modifier,-0.89,-0.04,1.31
usfullsurveyor2015,ravish,behavior,0.24,1.24,1.42
usfullsurveyor2015,real_estate_agent,identity,0.79,1.04,1.21
usfullsurveyor2015,reason_with,behavior,2.6,2.17,-0.44
usfullsurveyor2015,reasonable,modifier,2.93,2.26,-0.77
usfullsurveyor2015,reassure,behavior,2.85,2.23,-0.24
usfullsurveyor2015,rebel_against,behavior,-0.06,1.84,1.93
usfullsurveyor2015,rebellious,modifier,-0.34,1.29,2.03
usfullsurveyor2015,rebuff,behavior,-0.59,1.01,0.88
usfullsurveyor2015,rebuke,behavior,-0.5,1.28,1.15
usfullsurveyor2015,receptionist,identity,1.27,-0.16,-0.04
usfullsurveyor2015,reckless,modifier,-1.79,0.12,2.39
usfullsurveyor2015,reclusive,modifier,-1.02,-1.27,-2.37
usfullsurveyor2015,redneck,identity,-0.83,-0.45,1.82
usfullsurveyor2015,referee,identity,0.71,2.06,1.45
usfullsurveyor2015,refined,modifier,1.99,1.46,-0.74
usfullsurveyor2015,reform,behavior,0.69,1.72,-0.04
usfullsurveyor2015,refuse,behavior,-0.87,1.28,0.64
usfullsurveyor2015,regretful,modifier,-1.83,-0.96,-1.49
usfullsurveyor2015,rehabilitate,behavior,3.03,2.57,-0.68
usfullsurveyor2015,reject,behavior,-1.33,0.96,0.3
usfullsurveyor2015,rejected,modifier,-2.3,0.69,0.79
usfullsurveyor2015,relation,identity,1.88,1.74,0.14
usfullsurveyor2015,relative,identity,2.35,1.59,0.96
usfullsurveyor2015,relaxed,modifier,2.93,1.3,-2.53
usfullsurveyor2015,relentless,modifier,0.2,1.7,1.2
usfullsurveyor2015,reliable,modifier,3.42,2.66,-0.02
usfullsurveyor2015,relieved,modifier,2.81,2.4,-0.55
usfullsurveyor2015,religious,modifier,1.31,1.22,0.2
usfullsurveyor2015,relish,behavior,0.84,0.91,0.35
usfullsurveyor2015,remember,behavior,2.26,1.82,-0.1
usfullsurveyor2015,remind,behavior,1.71,1.31,0.24
usfullsurveyor2015,remorseful,modifier,0.01,0.36,-1.16
usfullsurveyor2015,renounce,behavior,-1.46,1.44,0.72
usfullsurveyor2015,repel,behavior,-1.44,1.34,0.67
usfullsurveyor2015,repentant,modifier,1.1,0.95,-0.97
usfullsurveyor2015,reply_to,behavior,2.36,1.41,0.76
usfullsurveyor2015,reporter,identity,0.66,1.46,2.08
usfullsurveyor2015,reprimand,behavior,-0.4,1.63,1.12
usfullsurveyor2015,reproach,behavior,-0.67,0.58,0.65
usfullsurveyor2015,republican,identity,0.15,0.92,0.62
usfullsurveyor2015,repulse,behavior,-2.35,0.75,0.52
usfullsurveyor2015,request_something_from,behavior,0.3,0.25,-0.37
usfullsurveyor2015,rescue,behavior,3.45,3.29,1.91
usfullsurveyor2015,researcher,identity,1.93,1.8,-0.56
usfullsurveyor2015,resentful,modifier,-2,-0.71,-0.74
usfullsurveyor2015,reserved,modifier,1.04,0.33,-2.28
usfullsurveyor2015,reservist,identity,0.91,0.16,-0.82
usfullsurveyor2015,resigned,modifier,-1.02,-1.1,-1.28
usfullsurveyor2015,resourceful,modifier,3,2.4,0.59
usfullsurveyor2015,respect,behavior,3.35,2.5,-0.6
usfullsurveyor2015,respectful,modifier,3.4,2.48,-0.79
usfullsurveyor2015,responsible,modifier,3.4,2.97,-0.01
usfullsurveyor2015,restaurant_operator,identity,1.33,1.65,1.92
usfullsurveyor2015,restless,modifier,-1.27,-0.62,0.78
usfullsurveyor2015,restrain,behavior,-1.1,1.66,1.68
usfullsurveyor2015,retailer,identity,0.54,0.79,1.01
usfullsurveyor2015,retaliate_against,behavior,-1.2,0.9,1.6
usfullsurveyor2015,retiree,identity,1.17,-0.15,-1.48
usfullsurveyor2015,revengeful,modifier,-2.45,0.77,0.78
usfullsurveyor2015,revere,behavior,1.61,1.42,-0.66
usfullsurveyor2015,reverent,modifier,1.19,1.05,-0.62
usfullsurveyor2015,reward,behavior,2.53,2.02,0.68
usfullsurveyor2015,rib,behavior,-1.15,0.04,0.9
usfullsurveyor2015,rich,modifier,2,2.87,1.63
usfullsurveyor2015,ridicule,behavior,-3,-0.05,1.4
usfullsurveyor2015,rigid,modifier,-0.82,0.03,-0.81
usfullsurveyor2015,ringleader,identity,0.12,2.52,1.81
usfullsurveyor2015,rival,identity,-0.88,1.28,1.32
usfullsurveyor2015,rob,behavior,-3.58,0.76,2.06
usfullsurveyor2015,robber,identity,-3.21,0.53,-0.04
usfullsurveyor2015,romantic,modifier,2.68,2.03,0.03
usfullsurveyor2015,roofer,identity,0.86,0.41,0.92
usfullsurveyor2015,rookie_cop,identity,0.38,-0.62,0.2
usfullsurveyor2015,roommate,identity,1.32,0.63,0.6
usfullsurveyor2015,rouse,behavior,0.63,1.14,1.35
usfullsurveyor2015,rude,modifier,-3.05,-0.29,1.9
usfullsurveyor2015,rueful,modifier,-1.25,0.03,0.31
usfullsurveyor2015,runaway,identity,-0.66,-0.62,0.34
usfullsurveyor2015,ruthless,modifier,-1.89,1.6,1.35
usfullsurveyor2015,sad,modifier,-2.29,-1.44,-2.04
usfullsurveyor2015,sadist,identity,-2.34,0.87,0.55
usfullsurveyor2015,sadistic,modifier,-2.36,1.16,0.1
usfullsurveyor2015,safecracker,identity,-1.18,0.95,-0.49
usfullsurveyor2015,saint,identity,3.12,2.47,-1.21
usfullsurveyor2015,saintly,modifier,2.41,1.88,-1.02
usfullsurveyor2015,sales_clerk,identity,0.77,-0.01,1.08
usfullsurveyor2015,salesperson,identity,0.15,0.39,2.14
usfullsurveyor2015,sarcastic,modifier,0.11,0.63,1.21
usfullsurveyor2015,satisfied,modifier,3.05,2.39,0.17
usfullsurveyor2015,save,behavior,3.53,3.39,1.81
usfullsurveyor2015,say_farewell_to,behavior,-0.28,0.76,-0.89
usfullsurveyor2015,scapegoat,identity,-1.4,-1.59,-0.87
usfullsurveyor2015,scare,behavior,-1.41,1.07,1.7
usfullsurveyor2015,scared,modifier,-2.02,-1.6,0.44
usfullsurveyor2015,scatterbrain,identity,-1.4,-1.2,1.81
usfullsurveyor2015,scheme,behavior,-2.13,0.84,-0.5
usfullsurveyor2015,scheme,modifier,-1.57,1.05,0.11
usfullsurveyor2015,schizophrenic,identity,-0.92,-1.08,1.52
usfullsurveyor2015,scholar,identity,2.48,2.24,-0.45
usfullsurveyor2015,scientist,identity,1.89,1.84,-0.35
usfullsurveyor2015,scoff_at,behavior,-2,-0.12,0.75
usfullsurveyor2015,scold,behavior,-1.34,1.48,1.52
usfullsurveyor2015,scorn,behavior,-1.83,1.06,1.12
usfullsurveyor2015,scornful,modifier,-2.08,0.05,0.64
usfullsurveyor2015,scoundrel,identity,-2.61,-0.46,1.4
usfullsurveyor2015,scowl_at,behavior,-1.89,0.3,-0.08
usfullsurveyor2015,scratch,behavior,-1.41,0.21,0.89
usfullsurveyor2015,scream_at,behavior,-2.37,1.36,3.3
usfullsurveyor2015,scrooge,identity,-2.27,-0.37,-0.71
usfullsurveyor2015,scrutinize,behavior,-1.7,-0,0.5
usfullsurveyor2015,search,behavior,-0.23,0.74,0.56
usfullsurveyor2015,secretary,identity,1.59,-0.22,-0.31
usfullsurveyor2015,secretive,modifier,-0.45,0.86,-1.69
usfullsurveyor2015,secure,modifier,3.13,2.83,-0.82
usfullsurveyor2015,security_guard,identity,1.38,1.49,-0.11
usfullsurveyor2015,seduce,behavior,0.57,1.81,-0.3
usfullsurveyor2015,seek_advice_from,behavior,2.19,1.26,-0.53
usfullsurveyor2015,seize,behavior,-1.95,1.89,1.66
usfullsurveyor2015,self_assured,modifier,2.42,2.66,0.09
usfullsurveyor2015,self_centered,modifier,-2.46,-0.49,0.72
usfullsurveyor2015,self_confident,modifier,3.12,3.03,0.85
usfullsurveyor2015,self_conscious,modifier,-1.76,-0.87,-1
usfullsurveyor2015,self_disciplined,modifier,2.77,3.06,-0.7
usfullsurveyor2015,self_employed_worker,identity,1.87,1.81,0.85
usfullsurveyor2015,self_pitying,modifier,-2.44,-1.8,-1.83
usfullsurveyor2015,self_righteous,modifier,-0.78,0.33,1.24
usfullsurveyor2015,self_sacrificing,modifier,2.04,2.1,-0.05
usfullsurveyor2015,self_satisfied,modifier,2.37,2.39,0.48
usfullsurveyor2015,selfish,modifier,-2.79,-0.48,0.62
usfullsurveyor2015,sell_something_to,behavior,0.91,1.16,1.03
usfullsurveyor2015,senator,identity,0,2.12,0.81
usfullsurveyor2015,senior_citizen,identity,1.67,-0.69,-1.74
usfullsurveyor2015,sensitive,modifier,0.91,0.31,-1.1
usfullsurveyor2015,sensuous,modifier,1.53,1.63,-1
usfullsurveyor2015,sentence,behavior,-0.35,2.63,0.2
usfullsurveyor2015,sentimental,modifier,1.78,0.76,-1.12
usfullsurveyor2015,serenade,behavior,2.24,1.6,0
usfullsurveyor2015,serene,modifier,2.76,1.71,-2.05
usfullsurveyor2015,serious,modifier,1,1.62,-1.08
usfullsurveyor2015,servant,identity,0.53,-1.83,-1.24
usfullsurveyor2015,serve,behavior,1.49,0.78,-0.19
usfullsurveyor2015,server,identity,1.77,-0.07,0.71
usfullsurveyor2015,sewing_machine_operator,identity,1.03,-0.53,-0.07
usfullsurveyor2015,sexually_arouse,behavior,2.28,2.34,0.96
usfullsurveyor2015,sexually_proposition,behavior,-1.12,1,0.5
usfullsurveyor2015,sexy,modifier,1.86,2.28,0.74
usfullsurveyor2015,shaft,behavior,-2.56,0.73,0.89
usfullsurveyor2015,shake_hands_with,behavior,2.23,1.68,0.27
usfullsurveyor2015,shaken,modifier,-1.65,-0.71,0.42
usfullsurveyor2015,shallow,modifier,-2.15,-1.4,0.12
usfullsurveyor2015,shame,behavior,-2.62,0.61,0.67
usfullsurveyor2015,share_something_with,behavior,2.53,2.1,0.01
usfullsurveyor2015,sheet_metal_worker,identity,0.91,0.31,1.15
usfullsurveyor2015,sheriff,identity,1.07,2.42,1.07
usfullsurveyor2015,shield,behavior,2.37,2.78,1.11
usfullsurveyor2015,ship_captain,identity,1.89,2.54,1.47
usfullsurveyor2015,ship_engineer,identity,1.62,1.93,0.38
usfullsurveyor2015,shock,behavior,-0.69,1.44,1.79
usfullsurveyor2015,shocked,modifier,-0.46,0.54,1.13
usfullsurveyor2015,shoe_repairman,identity,1.49,0.15,-0.45
usfullsurveyor2015,shook_up,modifier,-1.87,-0.53,0.64
usfullsurveyor2015,shoot,behavior,-3.6,1.34,3.07
usfullsurveyor2015,shop_clerk,identity,1.27,-0.38,0.1
usfullsurveyor2015,shopkeeper,identity,1.15,0.25,0.22
usfullsurveyor2015,shoplifter,identity,-2.35,-0.57,-0.3
usfullsurveyor2015,shopper,identity,0.82,0.52,0.6
usfullsurveyor2015,short_change,behavior,-2.5,-0.31,0
usfullsurveyor2015,shout_at,behavior,-1.38,1.37,2.69
usfullsurveyor2015,shove,behavior,-2.51,1.01,1.72
usfullsurveyor2015,show_something_to,behavior,1.1,0.94,0.02
usfullsurveyor2015,showy,modifier,-1.41,0.23,2.14
usfullsurveyor2015,shrew,identity,-1.05,-1.14,0.18
usfullsurveyor2015,shrewd,modifier,-0.57,0.59,-0.06
usfullsurveyor2015,shrimp,identity,0.96,-2.18,-1.11
usfullsurveyor2015,shrink,identity,0.99,1.01,-0.9
usfullsurveyor2015,shun,behavior,-2.29,0.75,-0.26
usfullsurveyor2015,shush,behavior,-0.89,0.57,0.56
usfullsurveyor2015,shut_in,identity,-0.92,-1.96,-2.24
usfullsurveyor2015,shy,modifier,-0.28,-1.3,-2.17
usfullsurveyor2015,shyster,identity,-1.12,-1.09,-0.94
usfullsurveyor2015,sibling,identity,2.31,1.49,1.43
usfullsurveyor2015,sicken,behavior,-2.76,0.82,0.09
usfullsurveyor2015,sickened,modifier,-2.92,-1.22,-0.83
usfullsurveyor2015,sidekick,identity,1.67,-0.06,0.41
usfullsurveyor2015,silence,behavior,-1.02,1.32,0.49
usfullsurveyor2015,silly,modifier,1.86,0.45,2.03
usfullsurveyor2015,simpleminded,modifier,-1.05,-1.66,-1.46
usfullsurveyor2015,simpleton,identity,-0.38,-1.57,-1.41
usfullsurveyor2015,sincere,modifier,3.22,2.65,-0.71
usfullsurveyor2015,sing_to,behavior,2.28,1.74,1.66
usfullsurveyor2015,single,modifier,0.3,0.89,-0.16
usfullsurveyor2015,single_parent,identity,1.07,1.16,0.57
usfullsurveyor2015,sinner,identity,-1.72,-0.75,0.77
usfullsurveyor2015,sissy,identity,-1.32,-1.86,-0.6
usfullsurveyor2015,sister,identity,1.91,1.23,1.06
usfullsurveyor2015,sister_in_law,identity,1.01,0.06,0.33
usfullsurveyor2015,sit_next_to,behavior,1.08,0.6,-0.39
usfullsurveyor2015,skeptic,identity,-0.05,0.28,-0.07
usfullsurveyor2015,skeptical,modifier,0.65,0.73,-0.2
usfullsurveyor2015,skilled_worker,identity,2.38,2.07,0.52
usfullsurveyor2015,slack,modifier,-1.7,-1.61,-1.72
usfullsurveyor2015,slander,behavior,-3.18,0.69,1.4
usfullsurveyor2015,slap,behavior,-2.5,0.92,2.43
usfullsurveyor2015,slave,identity,-1.86,-2.85,-1.28
usfullsurveyor2015,slave_driver,identity,-3.28,1.6,1.66
usfullsurveyor2015,slay,behavior,-3.26,1.87,1.28
usfullsurveyor2015,sleep_with,behavior,1.15,2.21,1.25
usfullsurveyor2015,sleuth,identity,-0.4,0.82,-1.26
usfullsurveyor2015,slob,identity,-2.4,-1.22,-0.89
usfullsurveyor2015,sloppy,modifier,-2.18,-1.24,0.86
usfullsurveyor2015,slothful,modifier,-2.1,-1.93,-2.76
usfullsurveyor2015,slug,behavior,-2.72,1.06,1.45
usfullsurveyor2015,sluggish,modifier,-1.68,-1.91,-2.72
usfullsurveyor2015,slut,identity,-1.89,-0.96,1.35
usfullsurveyor2015,sly,modifier,-0.43,0.84,-1.04
usfullsurveyor2015,smart_aleck,identity,-1.24,-0.19,2.04
usfullsurveyor2015,smile_at,behavior,3.16,2.6,-0.4
usfullsurveyor2015,smirk_at,behavior,-0.76,0.35,-0.45
usfullsurveyor2015,smoker,identity,-1.63,-1.26,-0.51
usfullsurveyor2015,smother,behavior,-2.09,0.88,0.28
usfullsurveyor2015,smug,modifier,-1.21,-0.3,-0.27
usfullsurveyor2015,snarl_at,behavior,-2.48,0.19,1.39
usfullsurveyor2015,sneer_at,behavior,-2.1,-0.22,0.13
usfullsurveyor2015,sniveling,modifier,-1.77,-1.26,0.21
usfullsurveyor2015,snob,identity,-2.34,-0.43,0.95
usfullsurveyor2015,snobbish,modifier,-2.84,-0.65,0.52
usfullsurveyor2015,snoop,identity,-1.91,0.03,-1.61
usfullsurveyor2015,snooty,modifier,-2.34,-0.65,1.07
usfullsurveyor2015,snot,identity,-2.11,-0.89,0.77
usfullsurveyor2015,snowed,modifier,0.1,-0.31,-0.56
usfullsurveyor2015,snub,behavior,-1.83,-0,-0.09
usfullsurveyor2015,snuggle,behavior,2.73,1.3,-1.95
usfullsurveyor2015,sociable,modifier,2.54,2.17,2.27
usfullsurveyor2015,social_worker,identity,2.12,1.27,-0.1
usfullsurveyor2015,socialist,identity,-0.12,0.39,0.43
usfullsurveyor2015,sock,behavior,-2.65,0.94,2.22
usfullsurveyor2015,soft_spoken,modifier,0.22,-1.2,-2.35
usfullsurveyor2015,softhearted,modifier,1.72,0.34,-1.15
usfullsurveyor2015,soldier,identity,1.84,1.88,1.45
usfullsurveyor2015,solemn,modifier,0.19,0.19,-1.98
usfullsurveyor2015,someone_is,behavior,0.22,-0.41,-0.85
usfullsurveyor2015,son,identity,1.68,1.4,0.86
usfullsurveyor2015,son_in_law,identity,1.04,0.32,0.07
usfullsurveyor2015,soothe,behavior,2.86,1.96,-1.56
usfullsurveyor2015,sophisticate,identity,1.55,1.9,0.07
usfullsurveyor2015,sophisticated,modifier,2.24,2.17,0.15
usfullsurveyor2015,sophomore,identity,0.96,0.14,0.55
usfullsurveyor2015,sorehead,identity,-1.93,-0.76,0.11
usfullsurveyor2015,sorrowful,modifier,-1.92,-0.91,-2.11
usfullsurveyor2015,sorry,modifier,0,-0.34,-1.23
usfullsurveyor2015,soul_mate,identity,3.26,2.85,0.4
usfullsurveyor2015,spacey,modifier,-0.53,-1.08,-1.77
usfullsurveyor2015,speak_to,behavior,2.31,1.52,1.69
usfullsurveyor2015,specialist,identity,2.01,2.11,0.52
usfullsurveyor2015,spectator,identity,0.49,-0.6,-0.21
usfullsurveyor2015,speech_language_pathologist,identity,1.86,1.22,-0.43
usfullsurveyor2015,speeder,identity,-1.2,0.7,2.84
usfullsurveyor2015,spirited,modifier,2.54,2.22,2.01
usfullsurveyor2015,spiteful,modifier,-2.55,-0.22,0.31
usfullsurveyor2015,spoil,behavior,-0.69,1.03,0.67
usfullsurveyor2015,spoiled,modifier,-1.78,0.07,1.24
usfullsurveyor2015,spoilsport,identity,-1.91,-0.25,0.9
usfullsurveyor2015,spook,identity,-1.07,0.23,0.98
usfullsurveyor2015,sports_fan,identity,1.24,0.33,3.08
usfullsurveyor2015,spouse,identity,2.7,1.94,0.39
usfullsurveyor2015,spurn,behavior,-1.53,0.3,0.83
usfullsurveyor2015,spy,identity,-0.05,1.66,-1.03
usfullsurveyor2015,squeamish,modifier,-1.9,-1.01,-0.13
usfullsurveyor2015,stab,behavior,-3.64,1.89,2.28
usfullsurveyor2015,stable,modifier,2.89,2.37,-0.63
usfullsurveyor2015,stall,behavior,-0.91,0.07,-0.18
usfullsurveyor2015,stammer_at,behavior,-1,-0.73,0.58
usfullsurveyor2015,star,identity,1.95,2.45,0.85
usfullsurveyor2015,stare_at,behavior,-0.86,0.32,-1.41
usfullsurveyor2015,stare_down,behavior,-1.59,1.28,-1.29
usfullsurveyor2015,startle,behavior,-0.83,0.92,2.07
usfullsurveyor2015,state_trooper,identity,0.33,2.23,1.08
usfullsurveyor2015,statistician,identity,0.91,0.63,-0.7
usfullsurveyor2015,steadfast,modifier,1.86,2.04,-0.26
usfullsurveyor2015,steal_from,behavior,-3.26,0.41,0.09
usfullsurveyor2015,steel_worker,identity,0.83,0.53,1.05
usfullsurveyor2015,stenographer,identity,0.74,0.06,-0.4
usfullsurveyor2015,stepbrother,identity,0.46,0.25,0.51
usfullsurveyor2015,stepchild,identity,0.2,-0.29,0.22
usfullsurveyor2015,stepdaughter,identity,0.92,0.17,0.46
usfullsurveyor2015,stepfather,identity,0.24,0.7,0.19
usfullsurveyor2015,stepmother,identity,0.12,0.35,0.36
usfullsurveyor2015,stepparent,identity,-0.1,-0.05,-0.05
usfullsurveyor2015,stepsister,identity,0.5,0.19,0.31
usfullsurveyor2015,stepson,identity,0.54,-0.08,0.56
usfullsurveyor2015,stingy,modifier,-2.05,-0.23,-0.05
usfullsurveyor2015,stockbroker,identity,0.27,1.82,1.51
usfullsurveyor2015,stockholder,identity,0.58,1.12,0.53
usfullsurveyor2015,stoned,modifier,-1.77,-0.62,-0.33
usfullsurveyor2015,stop,behavior,0.24,1.81,1.24
usfullsurveyor2015,storyteller,identity,2.15,1.62,0.3
usfullsurveyor2015,straightforward,modifier,2.36,2.37,0.88
usfullsurveyor2015,strange,modifier,0.44,0.38,0.28
usfullsurveyor2015,stranger,identity,-0.15,-0.13,-0.2
usfullsurveyor2015,strangle,behavior,-3.97,2.09,1.21
usfullsurveyor2015,street_musician,identity,1.23,-0.45,1.71
usfullsurveyor2015,street_preacher,identity,-0.36,-0.4,2.06
usfullsurveyor2015,streetwalker,identity,-0.81,-1.33,-0
usfullsurveyor2015,strict,modifier,-0.1,1.46,0.61
usfullsurveyor2015,strip,behavior,-1.55,1.35,0.97
usfullsurveyor2015,stripper,identity,-1.12,-1.14,1.13
usfullsurveyor2015,stroke,behavior,1.21,0.66,-1.03
usfullsurveyor2015,strong,modifier,2.55,2.87,0.64
usfullsurveyor2015,strong_willed,modifier,2.07,2.86,1.2
usfullsurveyor2015,stubborn,modifier,-1.27,0.05,0.43
usfullsurveyor2015,student,identity,1.67,0.48,0.11
usfullsurveyor2015,student_teacher,identity,1.8,0.32,0.47
usfullsurveyor2015,studious,modifier,3.01,2.24,-1.57
usfullsurveyor2015,study,behavior,1.01,1,-1.29
usfullsurveyor2015,stun,behavior,-0.34,1.84,1.75
usfullsurveyor2015,stunned,modifier,-0.38,0.01,0.11
usfullsurveyor2015,stupid,modifier,-2.42,-2.18,-0.88
usfullsurveyor2015,stymie,behavior,-0.82,0.65,0.26
usfullsurveyor2015,subdue,behavior,-0.8,1.49,0.73
usfullsurveyor2015,subdued,modifier,-1.18,-0.91,-1.11
usfullsurveyor2015,submissive,modifier,-1.18,-1.73,-1.83
usfullsurveyor2015,submit_to,behavior,-1.23,-1.26,-1.19
usfullsurveyor2015,subordinate,identity,0.2,-1.28,-0.85
usfullsurveyor2015,successful,modifier,3.02,3.1,0.86
usfullsurveyor2015,suck_up_to,behavior,-1.52,-1.37,0.47
usfullsurveyor2015,sucker,identity,-1.39,-1.93,-0.53
usfullsurveyor2015,sue,behavior,-1.02,1.49,0.94
usfullsurveyor2015,suggest_something_to,behavior,1.2,1.33,0.36
usfullsurveyor2015,suicidal,modifier,-3.59,-1.36,-2.19
usfullsurveyor2015,summon,behavior,0.03,1.82,0.53
usfullsurveyor2015,superior,identity,0.68,2.66,1.07
usfullsurveyor2015,superordinate,identity,0.36,0.77,0.35
usfullsurveyor2015,superstitious,modifier,-0.85,-0.78,-0.2
usfullsurveyor2015,supervise,behavior,1,2.16,-0.16
usfullsurveyor2015,supervisor,identity,0.76,1.99,0.73
usfullsurveyor2015,support,behavior,3.01,2.68,0.22
usfullsurveyor2015,supporter,identity,2.72,2.22,1.12
usfullsurveyor2015,surgeon,identity,2.92,3.05,-0.33
usfullsurveyor2015,surprise,behavior,1.99,1.9,1.77
usfullsurveyor2015,surprised,modifier,1.42,1.35,2.17
usfullsurveyor2015,survivor,identity,2.9,2.8,0.63
usfullsurveyor2015,suspect,behavior,-0.86,0.54,-0.61
usfullsurveyor2015,suspect,identity,-0.97,-0.94,-0.3
usfullsurveyor2015,suspicious,modifier,-0.78,0.09,-0.82
usfullsurveyor2015,sweet_talk,behavior,0.95,1.79,0.35
usfullsurveyor2015,sweetheart,identity,2.75,1.54,0.07
usfullsurveyor2015,swindle,behavior,-2.69,0.36,0.65
usfullsurveyor2015,switchboard_operator,identity,0.79,0.54,0.74
usfullsurveyor2015,sympathetic,modifier,2.62,2.01,-1.08
usfullsurveyor2015,sympathize_with,behavior,2.66,2.04,-0.71
usfullsurveyor2015,systems_engineer,identity,1.36,1.41,-0.06
usfullsurveyor2015,taciturn,modifier,-0.25,-0.35,-1.02
usfullsurveyor2015,tackle,behavior,-0.78,2.11,2.84
usfullsurveyor2015,tactful,modifier,2.28,1.95,-0.73
usfullsurveyor2015,tactless,modifier,-1.72,-1.29,0.81
